index,airline_name,overall_rating,review_date,verified,type_of_traveller,seat_type,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,value_for_money,recommended,year
22778,Wizz Air,2,4th April 2023,True,Solo Leisure,Economy Class,April 2023,2,1,1,1,1,False,2023
22779,Wizz Air,6,4th April 2023,True,Solo Leisure,Economy Class,April 2023,2,4,1,2,4,False,2023
22782,Wizz Air,1,3rd April 2023,True,Solo Leisure,Economy Class,April 2023,1,1,1,1,1,False,2023
22783,Wizz Air,5,1st April 2023,True,Family Leisure,Economy Class,March 2023,4,5,1,4,3,False,2023
22784,Wizz Air,1,28th March 2023,False,Couple Leisure,Economy Class,February 2023,2,4,2,3,2,False,2023
22785,Wizz Air,8,27th March 2023,True,Solo Leisure,Economy Class,March 2023,5,4,3,5,5,True,2023
22786,Wizz Air,1,22nd March 2023,True,Solo Leisure,Economy Class,March 2023,1,1,1,1,1,False,2023
22787,Wizz Air,1,21st March 2023,False,Solo Leisure,Economy Class,March 2023,1,1,1,1,1,False,2023
22788,Wizz Air,1,21st March 2023,True,Solo Leisure,Economy Class,March 2023,1,1,1,1,1,False,2023
22789,Wizz Air,1,2nd March 2023,True,Solo Leisure,Economy Class,February 2023,1,1,1,1,1,False,2023
22790,Wizz Air,1,2nd March 2023,True,Couple Leisure,Economy Class,February 2023,2,3,1,1,1,False,2023
22791,Wizz Air,1,28th February 2023,True,Couple Leisure,Economy Class,February 2023,1,1,1,1,1,False,2023
22792,Wizz Air,1,28th February 2023,False,Couple Leisure,Economy Class,September 2022,1,1,1,1,1,False,2022
22793,Wizz Air,1,26th February 2023,True,Solo Leisure,Economy Class,February 2023,1,2,1,1,1,False,2023
22795,Wizz Air,1,19th February 2023,True,Family Leisure,Economy Class,February 2023,2,1,1,1,1,False,2023
22796,Wizz Air,1,18th February 2023,False,Solo Leisure,Economy Class,February 2023,1,1,1,2,1,False,2023
22797,Wizz Air,8,11th February 2023,True,Family Leisure,Economy Class,February 2023,3,5,2,4,4,True,2023
22798,Wizz Air,2,10th February 2023,True,Couple Leisure,Economy Class,February 2023,2,2,1,1,2,False,2023
22799,Wizz Air,1,9th February 2023,True,Couple Leisure,Economy Class,February 2023,1,1,1,1,1,False,2023
22800,Wizz Air,3,8th February 2023,True,Business,Economy Class,February 2023,2,4,1,1,3,False,2023
22802,World2Fly,1,10th March 2023,True,Solo Leisure,Economy Class,November 2022,3,3,4,1,3,False,2022
22804,World2Fly,1,25th August 2021,True,Business,Economy Class,July 2021,1,1,1,1,1,False,2021
22805,WOW air,1,30th January 2020,False,Solo Leisure,Economy Class,March 2019,4,5,3,5,5,True,2019
22806,WOW air,1,30th March 2019,True,Family Leisure,Economy Class,March 2019,5,5,3,5,5,True,2019
22807,WOW air,1,27th March 2019,True,Family Leisure,Economy Class,March 2019,1,1,1,1,1,False,2019
22808,WOW air,1,26th March 2019,True,Couple Leisure,Economy Class,March 2019,1,1,1,1,1,False,2019
22809,WOW air,2,25th March 2019,True,Couple Leisure,Economy Class,March 2019,2,5,1,2,5,False,2019
22810,WOW air,9,21st March 2019,True,Couple Leisure,Economy Class,January 2019,3,4,1,4,5,True,2019
22811,WOW air,8,16th March 2019,True,Solo Leisure,Economy Class,March 2019,4,5,1,4,5,True,2019
22812,WOW air,1,6th March 2019,False,Family Leisure,Premium Economy,February 2019,1,1,1,1,1,False,2019
22813,WOW air,1,5th March 2019,True,Solo Leisure,Economy Class,February 2019,1,1,1,1,1,False,2019
22814,WOW air,8,1st March 2019,True,Solo Leisure,Economy Class,February 2019,4,5,1,4,4,True,2019
22815,WOW air,1,1st March 2019,True,Couple Leisure,Economy Class,February 2019,5,5,1,5,5,True,2019
22816,WOW air,1,24th February 2019,True,Couple Leisure,Economy Class,February 2019,1,1,1,1,1,False,2019
22817,WOW air,9,23rd February 2019,True,Couple Leisure,Premium Economy,February 2019,4,5,4,3,5,True,2019
22818,WOW air,1,22nd February 2019,True,Couple Leisure,Economy Class,February 2019,1,1,1,1,1,False,2019
22820,WOW air,1,21st February 2019,True,Solo Leisure,Economy Class,February 2019,1,1,1,1,1,False,2019
22821,WOW air,1,16th February 2019,True,Family Leisure,Economy Class,February 2019,1,1,1,1,2,False,2019
22822,WOW air,2,9th February 2019,True,Solo Leisure,Economy Class,February 2019,2,3,1,2,1,False,2019
22824,WOW air,3,7th February 2019,True,Solo Leisure,Economy Class,February 2019,1,1,1,1,1,False,2019
22826,WOW air,1,24th January 2019,True,Solo Leisure,Economy Class,January 2019,1,1,1,1,1,False,2019
22827,WOW air,1,23rd January 2019,True,Couple Leisure,Economy Class,September 2018,2,1,1,1,1,False,2018
22828,WOW air,1,23rd January 2019,True,Solo Leisure,Economy Class,January 2019,1,1,1,1,1,False,2019
22829,WOW air,4,21st January 2019,True,Family Leisure,Economy Class,January 2019,3,1,1,1,2,False,2019
22830,WOW air,1,18th January 2019,True,Solo Leisure,Economy Class,January 2019,1,4,1,1,1,False,2019
22831,WOW air,2,14th January 2019,True,Family Leisure,Economy Class,January 2019,2,2,1,2,1,False,2019
22832,WOW air,1,12th January 2019,True,Solo Leisure,Economy Class,September 2018,1,1,1,1,1,False,2018
22834,WOW air,1,7th January 2019,False,Solo Leisure,Economy Class,December 2018,1,1,1,1,1,False,2018
22835,WOW air,1,7th January 2019,True,Solo Leisure,Economy Class,December 2018,2,2,1,1,1,False,2018
22836,WOW air,4,1st January 2019,True,Couple Leisure,Economy Class,December 2018,3,4,3,1,4,False,2018
22838,WOW air,2,28th December 2018,True,Solo Leisure,Economy Class,October 2018,2,2,1,2,2,False,2018
22839,WOW air,3,24th December 2018,False,Business,Economy Class,December 2018,2,3,3,2,3,False,2018
22840,WOW air,2,23rd December 2018,True,Solo Leisure,Premium Economy,December 2018,3,2,1,1,1,False,2018
22842,WOW air,1,20th December 2018,False,Solo Leisure,Economy Class,December 2018,2,5,1,1,3,False,2018
22844,WOW air,1,18th December 2018,True,Solo Leisure,Economy Class,December 2018,1,1,1,1,1,False,2018
22845,WOW air,1,18th December 2018,True,Solo Leisure,Economy Class,June 2018,1,1,1,1,1,False,2018
22846,WOW air,1,17th December 2018,True,Solo Leisure,Economy Class,December 2018,1,3,1,1,1,False,2018
22847,WOW air,9,12th December 2018,True,Solo Leisure,Economy Class,December 2018,4,5,1,5,5,True,2018
22848,WOW air,1,12th December 2018,True,Solo Leisure,Economy Class,December 2018,1,3,1,1,1,False,2018
22849,WOW air,1,5th December 2018,True,Business,Economy Class,December 2018,1,1,1,1,1,False,2018
22850,WOW air,1,2nd December 2018,True,Solo Leisure,Economy Class,November 2018,2,2,1,5,2,False,2018
22851,WOW air,1,27th November 2018,False,Solo Leisure,Economy Class,May 2018,2,2,1,1,1,False,2018
22853,WOW air,7,23rd November 2018,True,Business,Premium Economy,November 2018,4,4,3,4,5,True,2018
22854,WOW air,1,21st November 2018,False,Family Leisure,Economy Class,November 2018,2,1,1,1,1,False,2018
22855,WOW air,1,19th November 2018,False,Couple Leisure,Economy Class,November 2018,1,1,1,1,1,False,2018
22856,WOW air,1,17th November 2018,True,Solo Leisure,Economy Class,November 2018,1,1,1,1,1,False,2018
22857,WOW air,1,14th November 2018,True,Couple Leisure,Economy Class,November 2018,1,1,1,1,1,False,2018
22858,WOW air,1,13th November 2018,True,Family Leisure,Economy Class,July 2018,1,1,1,1,1,False,2018
22859,WOW air,1,9th November 2018,False,Solo Leisure,Economy Class,November 2018,1,1,1,1,1,False,2018
22860,WOW air,4,8th November 2018,True,Solo Leisure,Economy Class,November 2018,1,2,1,1,1,False,2018
