index,airline_name,overall_rating,review_date,verified,type_of_traveller,seat_type,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,value_for_money,recommended,year
1062,Air Berlin,7,9th January 2017,False,Family Leisure,Economy Class,January 2017,3,4,4,3,4,True,2017
1063,Air Berlin,8,6th January 2017,False,Couple Leisure,Business Class,January 2017,2,5,4,4,4,True,2017
1064,Air Berlin,1,3rd January 2017,False,Business,Business Class,January 2017,5,5,5,5,5,True,2017
1065,Air Berlin,1,3rd January 2017,False,Solo Leisure,Economy Class,December 2016,5,4,5,4,4,True,2016
1066,Air Berlin,7,3rd January 2017,False,Solo Leisure,Business Class,November 2016,3,3,3,4,5,True,2016
1067,Air Berlin,4,27th December 2016,False,Solo Leisure,Economy Class,October 2016,2,4,1,1,3,False,2016
1068,Air Berlin,1,21st December 2016,False,Business,Economy Class,December 2016,3,2,1,1,1,False,2016
1069,Air Berlin,1,18th December 2016,False,Business,Economy Class,December 2016,3,1,2,1,2,False,2016
1070,Air Berlin,8,16th December 2016,False,Business,Business Class,November 2016,3,5,5,4,5,True,2016
1071,Air Berlin,2,14th December 2016,False,Couple Leisure,Economy Class,November 2016,1,1,1,2,1,False,2016
1072,Air Berlin,2,10th December 2016,False,Solo Leisure,Economy Class,December 2016,3,3,3,3,1,False,2016
1073,Air Berlin,4,10th December 2016,False,Solo Leisure,Economy Class,November 2016,1,3,2,3,4,False,2016
1074,Air Berlin,4,10th December 2016,False,Solo Leisure,Economy Class,December 2016,2,3,1,3,4,False,2016
1075,Air Berlin,1,5th December 2016,False,Business,Economy Class,December 2016,3,3,1,1,1,False,2016
1076,Air Berlin,2,3rd December 2016,False,Business,Business Class,December 2016,3,3,4,1,1,False,2016
1077,Air Berlin,5,2nd December 2016,False,Solo Leisure,Economy Class,November 2016,2,2,1,2,3,False,2016
1078,Air Berlin,2,30th November 2016,False,Couple Leisure,Economy Class,November 2016,3,3,2,1,1,False,2016
1079,Air Berlin,7,27th November 2016,False,Couple Leisure,Economy Class,November 2016,3,4,4,4,5,True,2016
1080,Air Berlin,7,27th November 2016,False,Couple Leisure,Economy Class,November 2016,3,4,4,3,3,True,2016
1081,Air Berlin,4,26th November 2016,False,Solo Leisure,Economy Class,November 2016,2,3,1,3,3,True,2016
1082,Air Berlin,5,22nd November 2016,False,Couple Leisure,Economy Class,November 2016,4,3,1,2,2,False,2016
1083,Air Berlin,7,21st November 2016,False,Couple Leisure,Economy Class,October 2016,5,5,3,3,4,True,2016
1084,Air Berlin,4,15th November 2016,False,Solo Leisure,Economy Class,November 2016,3,3,1,3,3,False,2016
1085,Air Berlin,7,11th November 2016,False,Solo Leisure,Economy Class,November 2016,3,3,1,4,5,True,2016
1086,Air Berlin,8,11th November 2016,False,Solo Leisure,Economy Class,November 2016,2,4,3,4,5,True,2016
1087,Air Berlin,1,8th November 2016,False,Solo Leisure,Economy Class,November 2016,1,1,1,1,1,False,2016
1088,Air Botswana,1,2nd November 2022,True,Solo Leisure,Economy Class,November 2022,4,3,3,1,1,False,2022
1089,Air Botswana,1,18th May 2019,True,Couple Leisure,Economy Class,May 2019,2,2,2,1,1,False,2019
1090,Air Botswana,2,25th April 2017,False,Business,Economy Class,April 2017,4,4,3,1,2,False,2017
1091,Air Botswana,9,5th June 2016,False,Business,Economy Class,June 2016,4,4,5,4,5,True,2016
1111,Air Burkina,7,5th March 2019,True,Solo Leisure,Economy Class,March 2019,4,4,3,4,3,True,2019
1112,Air Burkina,4,11th February 2019,True,Solo Leisure,Economy Class,November 2018,3,4,4,1,4,False,2018
1114,Air Busan,1,23rd September 2019,True,Solo Leisure,Economy Class,September 2019,5,5,5,5,5,True,2019
1115,Air Busan,8,12th August 2019,True,Couple Leisure,Economy Class,August 2019,3,3,1,3,5,True,2019
1116,Air Busan,1,28th March 2019,True,Family Leisure,Economy Class,March 2019,5,5,1,5,5,True,2019
1117,Air Busan,2,11th September 2017,False,Family Leisure,Economy Class,September 2017,2,4,1,2,3,False,2017
1118,Air Busan,8,17th December 2016,False,Family Leisure,Economy Class,November 2016,4,4,4,3,4,True,2016
1119,Air Busan,1,10th September 2016,False,Couple Leisure,Economy Class,July 2016,5,5,1,5,5,False,2016
1120,Air Busan,9,3rd August 2016,False,Couple Leisure,Economy Class,July 2016,4,4,1,5,4,True,2016
1121,Air Busan,1,26th November 2015,False,Family Leisure,Economy Class,November 2015,5,5,3,5,5,True,2015
1133,Air Cairo,1,29th April 2023,True,Solo Leisure,Economy Class,April 2023,1,1,1,1,1,False,2023
1134,Air Cairo,7,11th March 2023,False,Family Leisure,Economy Class,February 2023,3,4,1,3,5,True,2023
1135,Air Cairo,1,4th December 2022,True,Solo Leisure,Economy Class,December 2022,2,4,1,1,2,False,2022
1136,Air Cairo,1,30th October 2022,True,Solo Leisure,Economy Class,October 2022,5,1,3,5,1,False,2022
1137,Air Cairo,1,17th November 2021,True,Family Leisure,Economy Class,November 2021,1,1,1,1,2,False,2021
1138,Air Cairo,4,22nd October 2019,True,Business,Economy Class,October 2019,2,3,2,1,3,False,2019
1139,Air Cairo,4,11th August 2019,False,Family Leisure,Economy Class,August 2019,1,1,2,2,3,False,2019
1140,Air Cairo,1,19th April 2018,True,Couple Leisure,Economy Class,April 2018,1,2,2,1,1,False,2018
1141,Air Cairo,1,2nd July 2017,False,Solo Leisure,Economy Class,July 2017,4,5,5,3,5,True,2017
1142,Air Cairo,1,23rd May 2017,False,Family Leisure,Economy Class,May 2017,1,1,1,1,1,False,2017
1143,Air Cairo,1,15th July 2016,False,Solo Leisure,Economy Class,June 2016,4,5,5,5,5,True,2016
1148,Air Canada,1,25th July 2023,False,Family Leisure,Economy Class,July 2023,2,1,2,1,1,False,2023
1149,Air Canada,3,25th July 2023,True,Family Leisure,Economy Class,July 2023,4,4,3,3,3,False,2023
1150,Air Canada,1,25th July 2023,False,Family Leisure,Premium Economy,July 2023,3,4,3,1,1,False,2023
1151,Air Canada,1,25th July 2023,False,Solo Leisure,Economy Class,July 2023,1,1,1,1,1,False,2023
1152,Air Canada,1,24th July 2023,False,Solo Leisure,Economy Class,July 2023,1,1,1,1,1,False,2023
1153,Air Canada,1,24th July 2023,True,Family Leisure,Economy Class,July 2023,1,1,2,1,1,False,2023
1154,Air Canada,2,23rd July 2023,False,Family Leisure,Economy Class,March 2023,1,1,1,1,1,False,2023
1155,Air Canada,1,23rd July 2023,True,Solo Leisure,Economy Class,July 2023,1,2,1,1,1,False,2023
1156,Air Canada,1,22nd July 2023,True,Family Leisure,Economy Class,July 2023,3,3,3,1,1,False,2023
1157,Air Canada,2,21st July 2023,False,Business,Premium Economy,July 2023,2,2,1,1,1,False,2023
1158,Air Canada,1,21st July 2023,False,Family Leisure,Economy Class,July 2023,1,1,1,1,1,False,2023
1159,Air Canada,1,20th July 2023,True,Family Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
1160,Air Canada,2,18th July 2023,True,Solo Leisure,Economy Class,July 2023,2,4,2,3,1,False,2023
1161,Air Canada,1,16th July 2023,False,Solo Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
1162,Air Canada,2,16th July 2023,True,Business,Economy Class,July 2023,2,1,2,1,2,False,2023
1163,Air Canada,2,15th July 2023,False,Family Leisure,Economy Class,July 2023,1,1,1,1,1,False,2023
1164,Air Canada,1,12th July 2023,False,Couple Leisure,Economy Class,July 2023,1,2,2,1,1,False,2023
1165,Air Canada,1,12th July 2023,True,Business,Business Class,July 2023,1,1,1,1,1,False,2023
1166,Air Canada,1,12th July 2023,False,Solo Leisure,Economy Class,November 2022,2,3,2,1,1,False,2022
1167,Air Canada,1,10th July 2023,True,Business,Economy Class,July 2023,1,2,1,1,1,False,2023
1169,Air Canada,2,10th July 2023,True,Business,Economy Class,July 2023,4,4,4,1,1,False,2023
1170,Air Canada,1,9th July 2023,True,Solo Leisure,Economy Class,July 2023,1,1,1,1,1,False,2023
1171,Air Canada,3,8th July 2023,False,Couple Leisure,Economy Class,July 2023,2,1,2,3,1,False,2023
1172,Air Canada,1,8th July 2023,True,Family Leisure,Business Class,July 2023,1,1,1,1,1,False,2023
1173,Air Canada,1,7th July 2023,True,Family Leisure,Economy Class,July 2023,1,1,1,1,1,False,2023
1174,Air Canada,3,7th July 2023,False,Family Leisure,Economy Class,July 2023,2,3,2,1,2,False,2023
1175,Air Canada,1,6th July 2023,True,Family Leisure,Economy Class,July 2023,3,4,3,1,1,False,2023
1176,Air Canada,1,5th July 2023,False,Family Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
1177,Air Canada,1,5th July 2023,True,Family Leisure,Business Class,July 2023,3,3,1,3,3,False,2023
1178,Air Canada,6,4th July 2023,True,Solo Leisure,Business Class,July 2023,3,4,2,5,3,True,2023
1179,Air Canada,1,3rd July 2023,False,Couple Leisure,Business Class,June 2023,5,5,5,5,4,True,2023
1180,Air Canada,1,2nd July 2023,True,Couple Leisure,Economy Class,July 2023,3,5,5,5,3,True,2023
1181,Air Canada,1,2nd July 2023,False,Family Leisure,Economy Class,July 2023,3,4,3,1,1,False,2023
1182,Air Canada,1,2nd July 2023,False,Solo Leisure,Economy Class,July 2023,1,1,1,1,1,False,2023
1183,Air Canada,1,1st July 2023,False,Business,Business Class,July 2023,1,1,1,1,1,False,2023
1184,Air Canada,1,1st July 2023,False,Family Leisure,Economy Class,July 2023,1,1,1,1,1,False,2023
1185,Air Canada,2,30th June 2023,False,Business,Economy Class,June 2023,1,2,1,2,1,False,2023
1186,Air Canada,1,29th June 2023,False,Family Leisure,Economy Class,June 2023,3,3,2,2,3,False,2023
1187,Air Canada,1,27th June 2023,False,Family Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
1188,Air Canada,1,25th June 2023,True,Couple Leisure,Economy Class,June 2023,2,2,1,1,1,False,2023
1189,Air Canada,1,25th June 2023,True,Couple Leisure,Business Class,June 2023,3,4,4,1,1,False,2023
1191,Air Canada,2,21st June 2023,False,Solo Leisure,Economy Class,June 2023,1,3,2,3,1,False,2023
1192,Air Canada,1,20th June 2023,True,Family Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
1193,Air Canada,1,20th June 2023,True,Solo Leisure,Economy Class,June 2023,1,1,2,1,1,False,2023
1194,Air Canada,1,18th June 2023,True,Business,Economy Class,June 2023,3,2,2,1,1,False,2023
1195,Air Canada,1,18th June 2023,True,Family Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
1196,Air Canada,2,18th June 2023,True,Couple Leisure,Economy Class,June 2023,3,4,2,1,2,False,2023
1197,Air Canada,1,18th June 2023,False,Family Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
1198,Air Canada,1,15th June 2023,True,Couple Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
1199,Air Canada,9,14th June 2023,True,Family Leisure,Economy Class,June 2023,5,5,3,5,4,True,2023
1200,Air Canada,3,13th June 2023,True,Solo Leisure,Economy Class,August 2022,1,1,2,3,2,False,2022
1201,Air Canada,6,11th June 2023,True,Couple Leisure,Economy Class,June 2023,1,5,4,3,3,False,2023
1202,Air Canada,3,11th June 2023,True,Business,Economy Class,June 2023,1,1,1,1,2,False,2023
1203,Air Canada,2,10th June 2023,True,Business,Economy Class,June 2023,2,4,1,4,1,False,2023
1204,Air Canada,8,8th June 2023,True,Family Leisure,Economy Class,June 2023,4,5,4,4,5,True,2023
1205,Air Canada,3,8th June 2023,True,Couple Leisure,Economy Class,June 2023,2,4,2,1,2,False,2023
1206,Air Canada,2,6th June 2023,True,Solo Leisure,Economy Class,June 2023,3,2,2,1,1,False,2023
1207,Air Canada,1,5th June 2023,True,Family Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
1208,Air Canada,1,5th June 2023,True,Couple Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
1209,Air Canada,1,3rd June 2023,False,Couple Leisure,Economy Class,June 2023,1,3,1,1,1,False,2023
1210,Air Canada,1,2nd June 2023,False,Solo Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
1211,Air Canada,1,1st June 2023,False,Family Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
1212,Air Canada,1,28th May 2023,True,Couple Leisure,Economy Class,May 2023,1,1,1,1,1,False,2023
1213,Air Canada,3,25th May 2023,True,Business,Premium Economy,May 2023,4,5,4,3,2,False,2023
1215,Air Canada,3,23rd May 2023,True,Solo Leisure,Economy Class,May 2023,3,2,1,1,2,False,2023
1217,Air Canada,5,22nd May 2023,True,Couple Leisure,Economy Class,May 2023,1,3,3,4,4,False,2023
1218,Air Canada,2,22nd May 2023,True,Family Leisure,Economy Class,May 2023,2,3,1,3,2,False,2023
1219,Air Canada,1,19th May 2023,True,Business,Economy Class,May 2023,1,1,1,1,1,False,2023
1220,Air Canada,2,18th May 2023,True,Couple Leisure,Economy Class,May 2023,3,1,4,1,2,False,2023
1221,Air Canada,4,18th May 2023,True,Family Leisure,Economy Class,May 2023,3,5,1,5,2,False,2023
1222,Air Canada,1,17th May 2023,True,Solo Leisure,Economy Class,May 2023,4,5,5,5,5,True,2023
1223,Air Canada,1,17th May 2023,True,Solo Leisure,Economy Class,May 2023,5,4,1,4,5,True,2023
1224,Air Canada,1,16th May 2023,False,Business,Economy Class,May 2023,1,1,1,1,1,False,2023
1225,Air Canada,3,14th May 2023,True,Couple Leisure,Economy Class,May 2023,2,1,1,1,1,False,2023
1226,Air Canada,1,14th May 2023,True,Business,Business Class,January 2023,1,1,1,4,3,False,2023
1227,Air Canada,1,11th May 2023,False,Couple Leisure,Economy Class,May 2023,1,1,1,1,1,False,2023
1228,Air Canada,1,9th May 2023,True,Solo Leisure,Economy Class,May 2023,1,1,1,1,1,False,2023
1229,Air Canada,1,8th May 2023,False,Solo Leisure,Economy Class,May 2023,1,1,1,1,1,False,2023
1230,Air Canada,1,7th May 2023,True,Family Leisure,Economy Class,May 2023,4,3,3,1,1,False,2023
1231,Air Canada,1,2nd May 2023,True,Solo Leisure,Premium Economy,October 2022,1,1,1,1,1,False,2022
1232,Air Canada,2,29th April 2023,True,Business,Economy Class,April 2023,1,1,2,1,2,False,2023
1233,Air Canada,1,27th April 2023,False,Family Leisure,Economy Class,January 2023,5,5,5,5,5,True,2023
1234,Air Canada,2,25th April 2023,False,Couple Leisure,Premium Economy,February 2023,3,2,3,1,1,False,2023
1235,Air Canada,1,23rd April 2023,False,Couple Leisure,Economy Class,March 2023,2,2,1,1,1,False,2023
1236,Air Canada,1,21st April 2023,False,Family Leisure,Economy Class,December 2022,5,5,5,5,5,True,2022
1237,Air Canada,1,21st April 2023,True,Couple Leisure,Economy Class,April 2023,1,1,1,1,1,False,2023
1238,Air Canada,2,19th April 2023,False,Couple Leisure,Economy Class,April 2023,1,1,1,1,2,False,2023
1239,Air Canada,1,16th April 2023,True,Family Leisure,Economy Class,April 2023,1,2,2,1,2,False,2023
1240,Air Canada,1,15th April 2023,True,Couple Leisure,Economy Class,April 2023,2,1,1,1,1,False,2023
1241,Air Canada,1,15th April 2023,True,Couple Leisure,Economy Class,April 2023,1,2,1,2,1,False,2023
1242,Air Canada,1,15th April 2023,True,Solo Leisure,Economy Class,December 2022,1,1,1,1,1,False,2022
1243,Air Canada,3,15th April 2023,True,Couple Leisure,Business Class,April 2023,3,2,2,2,2,False,2023
1244,Air Canada,1,12th April 2023,True,Family Leisure,Economy Class,October 2022,1,1,1,1,1,False,2022
1246,Air Canada,1,11th April 2023,True,Solo Leisure,Economy Class,April 2023,1,1,1,1,1,False,2023
1247,Air Canada rouge,1,26th July 2023,False,Family Leisure,Economy Class,July 2023,1,1,1,1,1,False,2023
1248,Air Canada rouge,1,22nd July 2023,True,Couple Leisure,Economy Class,July 2023,1,3,1,1,1,False,2023
1249,Air Canada rouge,2,19th July 2023,True,Couple Leisure,Economy Class,July 2023,1,1,1,2,3,False,2023
1250,Air Canada rouge,8,14th July 2023,True,Couple Leisure,Economy Class,July 2023,5,4,4,5,5,True,2023
1251,Air Canada rouge,2,12th July 2023,True,Couple Leisure,Economy Class,July 2023,4,5,1,4,3,False,2023
1252,Air Canada rouge,1,14th June 2023,True,Family Leisure,Economy Class,June 2023,1,2,3,1,2,False,2023
1253,Air Canada rouge,4,15th May 2023,False,Couple Leisure,Economy Class,May 2023,2,5,1,1,2,False,2023
1254,Air Canada rouge,1,5th May 2023,False,Business,Economy Class,May 2023,2,1,1,3,2,False,2023
1255,Air Canada rouge,4,17th April 2023,True,Family Leisure,Economy Class,April 2023,2,3,3,2,3,False,2023
1256,Air Canada rouge,1,27th January 2023,False,Family Leisure,Economy Class,December 2022,3,3,1,1,1,False,2022
1257,Air Canada rouge,1,24th December 2022,False,Family Leisure,Economy Class,December 2022,1,1,1,2,1,False,2022
1258,Air Canada rouge,1,20th December 2022,True,Couple Leisure,Economy Class,December 2022,1,1,1,1,1,False,2022
1259,Air Canada rouge,7,23rd November 2022,False,Couple Leisure,Economy Class,November 2022,1,4,2,5,3,True,2022
1260,Air Canada rouge,8,15th November 2022,True,Family Leisure,Economy Class,November 2022,4,3,1,4,5,True,2022
1261,Air Canada rouge,1,7th November 2022,True,Solo Leisure,Economy Class,November 2022,1,2,4,1,1,False,2022
1262,Air Canada rouge,2,19th September 2022,True,Couple Leisure,Economy Class,September 2022,2,2,2,1,2,False,2022
1263,Air Canada rouge,1,12th September 2022,True,Solo Leisure,Economy Class,September 2022,1,4,1,1,1,False,2022
1264,Air Canada rouge,2,5th September 2022,True,Solo Leisure,Economy Class,September 2022,1,1,1,1,1,False,2022
1265,Air Canada rouge,1,5th September 2022,False,Family Leisure,Economy Class,September 2022,2,2,1,4,3,False,2022
1266,Air Canada rouge,3,1st September 2022,True,Couple Leisure,Economy Class,September 2022,3,5,1,3,3,False,2022
1267,Air Canada rouge,1,9th July 2022,False,Family Leisure,Economy Class,June 2022,3,2,2,1,1,False,2022
1268,Air Canada rouge,1,25th June 2022,False,Solo Leisure,Economy Class,June 2022,2,2,2,1,1,False,2022
1269,Air Canada rouge,1,23rd June 2022,False,Business,Premium Economy,June 2022,2,1,1,5,1,False,2022
1270,Air Canada rouge,2,23rd June 2022,True,Family Leisure,Economy Class,June 2022,2,3,3,1,1,False,2022
1271,Air Canada rouge,1,16th June 2022,True,Couple Leisure,Economy Class,June 2022,1,1,1,1,1,False,2022
1272,Air Canada rouge,1,13th June 2022,True,Couple Leisure,Economy Class,June 2022,3,3,1,1,1,False,2022
1273,Air Canada rouge,2,6th June 2022,False,Solo Leisure,Premium Economy,June 2022,1,1,1,1,1,False,2022
1274,Air Canada rouge,1,2nd June 2022,True,Solo Leisure,Economy Class,May 2022,1,2,1,4,1,False,2022
1275,Air Canada rouge,2,23rd May 2022,True,Family Leisure,Economy Class,May 2022,2,3,2,1,1,False,2022
1276,Air Canada rouge,4,1st April 2022,False,Couple Leisure,Economy Class,March 2022,1,3,1,4,2,False,2022
1277,Air Canada rouge,1,25th January 2022,True,Solo Leisure,Economy Class,January 2022,2,4,1,1,1,False,2022
1278,Air Canada rouge,3,26th August 2021,False,Solo Leisure,Economy Class,July 2021,2,4,1,4,1,False,2021
1279,Air Canada rouge,2,9th August 2021,True,Solo Leisure,Economy Class,July 2021,1,2,1,1,1,False,2021
1281,Air Canada rouge,8,16th December 2020,False,Solo Leisure,Business Class,December 2020,4,5,4,4,4,True,2020
1282,Air Canada rouge,2,31st May 2020,False,Solo Leisure,Economy Class,November 2019,1,4,3,2,1,False,2019
1283,Air Canada rouge,7,27th April 2020,True,Couple Leisure,Economy Class,February 2020,4,4,2,4,5,True,2020
1285,Air Canada rouge,1,24th March 2020,False,Family Leisure,Business Class,February 2020,3,5,3,5,5,True,2020
1286,Air Canada rouge,1,10th March 2020,True,Family Leisure,Economy Class,February 2020,1,1,1,2,1,False,2020
1287,Air Canada rouge,1,10th March 2020,True,Family Leisure,Economy Class,March 2020,2,3,1,1,1,False,2020
1288,Air Canada rouge,1,4th March 2020,False,Couple Leisure,Economy Class,March 2020,4,5,1,4,5,True,2020
1289,Air Canada rouge,4,28th February 2020,True,Couple Leisure,Economy Class,February 2020,3,1,1,2,3,True,2020
1290,Air Canada rouge,9,17th February 2020,False,Solo Leisure,Premium Economy,September 2019,5,5,4,3,4,True,2019
1291,Air Canada rouge,1,16th February 2020,False,Couple Leisure,Economy Class,January 2020,1,1,1,2,1,False,2020
1292,Air Canada rouge,1,14th February 2020,False,Couple Leisure,Economy Class,February 2020,1,1,1,1,1,False,2020
1293,Air Canada rouge,1,14th February 2020,True,Business,Economy Class,February 2020,1,1,1,1,1,False,2020
1294,Air Canada rouge,1,9th February 2020,True,Couple Leisure,Economy Class,February 2020,1,1,1,1,1,False,2020
1295,Air Canada rouge,1,25th January 2020,True,Solo Leisure,Economy Class,December 2019,1,1,1,1,1,False,2019
1296,Air Canada rouge,3,23rd January 2020,False,Couple Leisure,Economy Class,January 2020,2,1,1,3,1,False,2020
1297,Air Canada rouge,1,16th January 2020,True,Couple Leisure,Economy Class,January 2020,1,1,1,1,1,False,2020
1298,Air Canada rouge,5,15th January 2020,False,Couple Leisure,Economy Class,January 2020,1,4,3,1,2,False,2020
1299,Air Canada rouge,7,6th January 2020,False,Solo Leisure,Premium Economy,December 2019,4,4,3,3,3,False,2019
1300,Air Canada rouge,4,1st January 2020,True,Family Leisure,Economy Class,December 2019,2,2,1,1,2,False,2019
1301,Air Canada rouge,3,30th December 2019,True,Couple Leisure,Economy Class,December 2019,1,1,1,1,2,False,2019
1302,Air Canada rouge,2,18th December 2019,True,Family Leisure,Economy Class,December 2019,2,2,1,2,2,False,2019
1303,Air Canada rouge,1,7th December 2019,False,Business,Economy Class,December 2019,1,1,1,1,1,False,2019
1304,Air Canada rouge,1,29th November 2019,True,Business,Economy Class,November 2019,1,1,1,1,2,False,2019
1305,Air Canada rouge,1,21st November 2019,True,Family Leisure,Economy Class,October 2019,1,1,1,1,1,False,2019
1306,Air Canada rouge,1,17th November 2019,True,Couple Leisure,Economy Class,November 2019,1,1,1,1,1,False,2019
1307,Air Canada rouge,5,26th October 2019,True,Couple Leisure,Economy Class,October 2019,3,4,2,4,3,False,2019
1308,Air Canada rouge,1,19th October 2019,False,Couple Leisure,Economy Class,October 2019,1,1,1,1,1,False,2019
1309,Air Canada rouge,1,14th October 2019,False,Family Leisure,Economy Class,October 2019,3,5,5,5,3,True,2019
1310,Air Canada rouge,1,12th October 2019,True,Solo Leisure,Economy Class,October 2019,1,2,3,1,2,False,2019
1311,Air Canada rouge,1,9th October 2019,False,Family Leisure,Economy Class,October 2019,1,1,1,1,1,False,2019
1312,Air Canada rouge,1,6th October 2019,True,Family Leisure,Economy Class,October 2019,1,1,1,1,1,False,2019
1313,Air Canada rouge,3,3rd October 2019,True,Couple Leisure,Economy Class,October 2019,1,2,3,1,3,False,2019
1314,Air Canada rouge,1,27th September 2019,True,Couple Leisure,Economy Class,September 2019,1,2,1,1,1,False,2019
1315,Air Canada rouge,1,26th September 2019,True,Couple Leisure,Premium Economy,September 2019,1,2,1,1,2,False,2019
1316,Air Canada rouge,1,26th September 2019,False,Solo Leisure,Economy Class,September 2019,1,1,1,1,1,False,2019
1317,Air Canada rouge,2,26th September 2019,False,Couple Leisure,Economy Class,September 2019,2,1,2,1,2,False,2019
1318,Air Canada rouge,1,25th September 2019,True,Solo Leisure,Economy Class,September 2019,2,2,1,1,1,False,2019
1319,Air Canada rouge,4,24th September 2019,False,Couple Leisure,Economy Class,September 2019,1,4,3,4,1,False,2019
1320,Air Canada rouge,1,22nd September 2019,False,Couple Leisure,Economy Class,September 2019,1,1,1,1,1,False,2019
1321,Air Canada rouge,1,20th September 2019,True,Couple Leisure,Economy Class,September 2019,2,1,1,2,2,False,2019
1322,Air Canada rouge,4,20th September 2019,True,Solo Leisure,Economy Class,September 2019,1,2,3,1,3,False,2019
1323,Air Canada rouge,1,20th September 2019,True,Family Leisure,Economy Class,September 2019,3,2,1,2,1,False,2019
1324,Air Canada rouge,3,13th September 2019,True,Couple Leisure,Economy Class,September 2019,3,3,3,4,3,False,2019
1325,Air Canada rouge,1,11th September 2019,False,Solo Leisure,Premium Economy,September 2019,4,1,2,3,1,False,2019
1326,Air Canada rouge,1,10th September 2019,True,Couple Leisure,Economy Class,September 2019,1,1,1,1,1,False,2019
1327,Air Canada rouge,3,4th September 2019,False,Family Leisure,Economy Class,September 2019,1,1,3,2,1,False,2019
1328,Air Canada rouge,1,3rd September 2019,True,Couple Leisure,Economy Class,August 2019,1,1,1,1,1,False,2019
1329,Air Canada rouge,1,3rd September 2019,True,Couple Leisure,Economy Class,August 2019,5,5,5,5,5,True,2019
1330,Air Canada rouge,2,29th August 2019,True,Family Leisure,Economy Class,August 2019,3,4,2,1,2,False,2019
1331,Air Canada rouge,5,24th August 2019,False,Couple Leisure,Economy Class,August 2019,2,4,2,3,2,False,2019
1332,Air Canada rouge,2,20th August 2019,False,Couple Leisure,Economy Class,August 2019,2,4,2,2,1,False,2019
1333,Air Canada rouge,5,18th August 2019,True,Couple Leisure,Economy Class,August 2019,4,4,3,4,3,False,2019
1334,Air Canada rouge,7,13th August 2019,False,Family Leisure,Economy Class,August 2019,3,4,3,4,4,True,2019
1335,Air Canada rouge,1,9th August 2019,True,Family Leisure,Economy Class,August 2019,1,1,1,1,1,False,2019
1336,Air Canada rouge,2,9th August 2019,False,Couple Leisure,Economy Class,August 2019,1,3,2,2,2,False,2019
1337,Air Canada rouge,1,6th August 2019,True,Couple Leisure,Economy Class,August 2019,1,1,1,1,1,False,2019
1338,Air Canada rouge,7,3rd August 2019,False,Family Leisure,Economy Class,July 2019,4,4,2,3,3,True,2019
1339,Air Canada rouge,2,3rd August 2019,False,Family Leisure,Economy Class,July 2019,2,1,2,2,2,False,2019
1340,Air Canada rouge,1,2nd August 2019,True,Solo Leisure,Economy Class,July 2019,5,5,5,5,5,True,2019
1341,Air Canada rouge,1,1st August 2019,False,Couple Leisure,Economy Class,July 2019,4,5,5,4,5,True,2019
1342,Air Canada rouge,1,31st July 2019,True,Family Leisure,Economy Class,June 2019,2,3,1,3,1,False,2019
1343,Air Canada rouge,1,31st July 2019,True,Family Leisure,Economy Class,June 2019,2,3,1,1,1,False,2019
1344,Air Canada rouge,1,30th July 2019,True,Family Leisure,Economy Class,July 2019,1,3,1,1,1,False,2019
1345,Air Canada rouge,4,29th July 2019,True,Solo Leisure,Premium Economy,July 2019,1,2,1,2,2,False,2019
1346,Air Canada rouge,2,23rd July 2019,True,Couple Leisure,Economy Class,July 2019,1,2,2,2,2,False,2019
1347,Air Caraibes,1,29th June 2021,False,Couple Leisure,Economy Class,December 2020,1,1,1,1,1,False,2020
1350,Air Caraibes,9,3rd July 2020,True,Solo Leisure,Economy Class,July 2020,4,4,5,3,5,True,2020
1351,Air Caraibes,2,28th February 2019,True,Couple Leisure,Business Class,February 2019,1,3,4,1,1,False,2019
1352,Air Caraibes,1,30th August 2018,True,Solo Leisure,Economy Class,August 2018,1,1,2,1,1,False,2018
1353,Air Caraibes,1,24th May 2018,True,Couple Leisure,Economy Class,May 2018,3,3,1,1,1,False,2018
1354,Air Caraibes,7,21st April 2018,True,Solo Leisure,Business Class,April 2018,4,4,4,4,4,True,2018
1355,Air Caraibes,2,23rd December 2017,True,Solo Leisure,Economy Class,December 2017,1,1,1,1,1,False,2017
1356,Air Caraibes,2,9th November 2017,False,Business,Premium Economy,September 2017,2,1,2,2,1,False,2017
1358,Air Caraibes,8,16th July 2017,False,Solo Leisure,Business Class,April 2017,4,5,4,3,4,True,2017
1359,Air Caraibes,2,29th January 2017,False,Solo Leisure,Economy Class,December 2016,1,1,1,2,2,False,2016
1360,Air Caraibes,1,25th January 2017,False,Couple Leisure,Economy Class,December 2016,1,1,1,1,1,False,2016
